"No.","Time","Source","Destination","Protocol","Length","Info"
"6213","78.739368","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6214","78.739413","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6215","78.740336","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6216","78.742801","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6217","78.744354","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6218","78.744402","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6219","78.745634","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6220","78.745681","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6221","78.746867","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6222","78.746914","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6223","78.748999","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6224","78.751854","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6225","78.751902","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6226","78.753134","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6227","78.753186","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6228","78.754367","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6229","78.754412","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6230","78.755335","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6231","78.757799","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6232","78.759354","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6233","78.759403","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6234","78.760634","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6235","78.760682","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6236","78.761867","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6237","78.761915","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6238","78.764000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6239","78.766854","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6240","78.766903","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6241","78.769337","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6242","78.769385","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6243","78.770759","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6244","78.770807","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6245","78.770833","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6246","78.791871","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6247","78.791969","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6248","78.793242","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6249","78.793324","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6250","78.793319","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6251","78.794346","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6252","78.794427","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6253","78.796510","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6254","78.799365","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6255","78.799444","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6256","78.800645","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6257","78.800723","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6258","78.801878","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6259","78.801953","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6260","78.802851","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6261","78.805316","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6262","78.806868","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6263","78.806942","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6264","78.808146","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6265","78.808220","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6266","78.809378","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6267","78.809449","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6268","78.811514","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6269","78.814368","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6270","78.814441","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6271","78.815639","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6272","78.815715","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6273","78.835689","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6274","78.835762","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6275","78.835918","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6276","78.840763","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6277","78.840808","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6278","78.840936","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6279","78.841865","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6280","78.841968","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6281","78.843133","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6282","78.843243","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6283","78.845297","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6284","78.849369","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6285","78.849498","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6286","78.850650","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6287","78.850804","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6288","78.851850","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6289","78.851951","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6290","78.853208","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"6291","78.853295","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6292","78.855737","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"6293","78.855776","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6294","78.856868","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6295","78.856977","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6296","78.858130","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6297","78.858229","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6298","78.859407","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6299","78.859518","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6300","78.860363","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6301","78.864344","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6302","78.864466","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6303","78.882212","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6304","78.882319","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6305","78.883187","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6306","78.883243","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6307","78.883326","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6308","78.886505","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6309","78.890899","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6310","78.890909","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6311","78.890995","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6312","78.891032","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6313","78.891874","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6314","78.891945","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6315","78.895369","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6316","78.898182","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6317","78.899368","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6318","78.899523","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6319","78.900642","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6320","78.900703","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6321","78.901875","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6322","78.901931","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6323","78.904008","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6324","78.906861","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6325","78.906916","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6326","78.908419","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6327","78.908480","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6328","78.909343","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6329","78.909399","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6330","78.910347","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6331","78.912809","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6332","78.914361","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6333","78.914422","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6334","78.915641","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6335","78.915697","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6336","78.916874","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6337","78.916930","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6338","78.919013","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6339","78.921861","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6340","78.921917","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6341","78.923143","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6342","78.923198","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6343","78.924374","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6344","78.924438","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6345","78.925347","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6346","78.927811","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6347","78.929362","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6348","78.929419","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6349","78.930642","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6350","78.930699","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6351","78.931874","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6352","78.931934","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6353","78.934008","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6354","78.938111","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6355","78.938178","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6356","78.939392","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6357","78.939452","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6358","78.940626","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6359","78.940684","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6360","78.941596","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6361","78.944060","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6362","78.945611","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6363","78.945670","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6364","78.946892","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6365","78.946950","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6366","78.949370","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6367","78.949429","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6368","78.950460","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6369","78.953134","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6370","78.953199","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6371","78.954392","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6372","78.954449","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6373","78.955624","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6374","78.955682","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6375","78.956597","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6376","78.959059","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6377","78.960633","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6378","78.960692","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6379","78.961892","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6380","78.961951","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6381","78.969963","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6382","78.969986","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6383","78.969990","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6384","78.969995","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6385","78.970191","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6386","78.970214","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6387","78.970228","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6388","78.970616","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6389","78.970705","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6390","78.985333","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6391","78.987884","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6392","78.989365","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6393","78.989473","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6394","78.990860","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6395","78.990969","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6396","78.991845","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6397","78.991945","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6398","78.994082","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6399","78.996836","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6400","78.996995","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6401","78.998146","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6402","78.998296","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6403","78.999347","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6404","78.999462","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6405","79.000370","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6406","79.002878","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6407","79.004360","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6408","79.004473","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6409","79.005644","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6410","79.005735","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6411","79.006877","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6412","79.006980","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6413","79.009050","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6414","79.013113","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6415","79.013243","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6416","79.014394","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6417","79.014510","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6418","79.015628","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6419","79.015737","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6420","79.016621","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6421","79.019126","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6422","79.020612","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6423","79.020719","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6424","79.022021","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6425","79.022141","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6426","79.023097","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6427","79.023200","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6428","79.025297","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6429","79.028112","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6430","79.028241","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6431","79.029393","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6432","79.029495","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6433","79.030624","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6434","79.030776","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6435","79.031634","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6436","79.034127","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6437","79.035616","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6438","79.035731","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6439","79.036892","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6440","79.036997","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6441","79.038134","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6442","79.038294","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6443","79.040315","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6444","79.044369","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6445","79.044520","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6446","79.045649","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6447","79.045783","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6448","79.046851","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6449","79.046982","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6450","79.047912","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6451","79.051644","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6452","79.053251","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6453","79.053379","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6454","79.054369","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6455","79.054476","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6456","79.055631","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6457","79.055737","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6458","79.057829","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6459","79.060619","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6460","79.060802","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6461","79.061867","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6462","79.061991","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6463","79.063133","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6464","79.063248","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6465","79.064149","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6466","79.066655","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6467","79.069366","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6468","79.069489","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6469","79.070651","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6470","79.070839","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6471","79.071852","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6472","79.071973","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6473","79.074096","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6474","79.076867","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6475","79.077013","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6476","79.078152","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6477","79.078292","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6478","79.079347","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6479","79.079456","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6480","79.080509","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6481","79.082865","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6482","79.084359","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6483","79.084490","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6484","79.104384","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6485","79.104493","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6486","79.105643","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6487","79.105741","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6488","79.109420","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6489","79.109549","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6490","79.109605","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6491","79.110665","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6492","79.110776","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6493","79.111874","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6494","79.111939","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6495","79.112875","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6496","79.115365","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6497","79.118113","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6498","79.118209","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6499","79.119392","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6500","79.119459","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6501","79.120646","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6502","79.120724","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6503","79.122795","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6504","79.125613","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6505","79.125728","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6506","79.126891","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6507","79.126986","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6508","79.128118","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6509","79.128223","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6510","79.147776","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6511","79.150310","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6512","79.151860","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6513","79.151911","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6514","79.153139","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6515","79.153185","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6516","79.154373","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6517","79.154416","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6518","79.156504","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6519","79.159360","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6520","79.159413","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6521","79.160659","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6522","79.160705","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6523","79.161873","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6524","79.161919","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6525","79.162843","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6526","79.165306","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6527","79.166861","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6528","79.166907","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6529","79.168140","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6530","79.168186","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6531","79.169373","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6532","79.169417","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6533","79.171509","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6534","79.174354","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6535","79.174402","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6536","79.203184","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6537","79.203254","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6538","79.203309","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6539","79.204390","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6540","79.204431","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6541","79.206865","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6542","79.206908","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6543","79.208235","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6544","79.208278","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6545","79.208316","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6546","79.209373","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6547","79.209426","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6548","79.211505","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6549","79.214359","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6550","79.214403","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6551","79.215640","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6552","79.215683","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6553","79.216873","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6554","79.216916","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6555","79.217845","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6556","79.220306","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6557","79.221860","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6558","79.221907","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6559","79.223140","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6560","79.223183","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6561","79.224374","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6562","79.224415","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6563","79.226505","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6564","79.229360","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6565","79.229413","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6566","79.230641","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
"6567","79.230685","localhost ()","remote ()","L2CAP","44","Sent Echo Response"
"6568","79.231874","remote ()","localhost ()","L2CAP","44","Rcvd Echo Request"
