"No.","Time","Source","Destination","Protocol","Length","Info"
"11413","417.336883","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11414","417.499820","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11415","418.329451","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11416","418.334580","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11417","418.624862","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11418","419.329441","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11419","419.336095","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11420","419.499842","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11421","420.330791","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11422","420.337743","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11423","420.624911","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11424","421.331969","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11425","421.336695","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11426","421.624899","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11427","422.334480","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11428","422.342110","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11429","422.499881","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11430","423.335757","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11431","423.343664","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11432","423.499909","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11433","424.337005","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11434","424.344780","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11435","424.499890","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11436","425.339510","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11437","425.342793","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11438","425.500194","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11439","426.338286","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11440","426.343006","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11441","426.624935","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11442","427.339539","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11443","427.344957","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11444","427.624927","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11445","428.340794","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11446","428.349308","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11447","428.499786","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11448","429.343318","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11449","429.343590","localhost ()","remote ()","L2CAP","14","Sent Connection oriented channel"
"11450","429.344358","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11451","429.386815","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11452","429.390493","remote ()","localhost ()","L2CAP","14","Rcvd Connection oriented channel"
"11453","430.347070","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11454","430.352181","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11455","430.624819","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11456","431.345830","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11457","431.348187","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11458","431.624777","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11459","432.345844","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11460","432.356369","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11461","432.624813","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11462","433.348355","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11463","433.351053","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11464","433.624789","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11465","434.348375","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11466","434.349987","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11467","434.624934","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11468","435.350869","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11469","435.360554","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11470","435.624799","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11471","436.350887","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11472","436.359945","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11473","436.624805","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11474","437.350894","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11475","437.359939","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11476","437.499785","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11477","438.354665","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11478","438.362255","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11479","438.624813","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11480","439.354671","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11481","439.360270","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11482","439.624796","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11483","440.354683","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11484","440.356451","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11485","440.624736","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11486","441.354695","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11487","441.356996","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11488","441.624750","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11489","442.357205","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11490","442.359518","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11491","442.624710","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11492","443.357213","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11493","443.366167","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11494","443.624817","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11495","444.358478","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11496","444.363526","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11497","444.624712","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11498","445.361006","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11499","445.369481","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11500","445.624793","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11501","446.361002","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11502","446.367617","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11503","446.624730","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11504","447.362255","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11505","447.370518","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11506","447.624789","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11507","448.363517","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11508","448.369190","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11509","448.499747","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11510","449.364783","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11511","449.372951","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11512","449.624755","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11513","450.366046","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11514","450.372184","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11515","450.624800","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11516","451.367302","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11517","451.376417","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11518","451.624760","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11519","452.367313","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11520","452.372822","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11521","452.625675","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11522","453.367323","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11523","453.375186","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11524","453.624790","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11525","454.368600","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11526","454.374177","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11527","454.630144","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11528","455.371102","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11529","455.376289","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11530","455.624823","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11531","456.369856","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11532","456.370893","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11533","456.624852","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11534","457.372369","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11535","457.377705","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11536","457.624818","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11537","458.372391","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11538","458.382550","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11539","458.624845","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11540","459.373646","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11541","459.373799","localhost ()","remote ()","L2CAP","14","Sent Connection oriented channel"
"11542","459.378132","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11543","459.422122","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11544","459.425815","remote ()","localhost ()","L2CAP","14","Rcvd Connection oriented channel"
"11545","460.376171","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11546","460.378518","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11547","460.624862","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11548","461.376176","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11549","461.381046","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11550","461.624847","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11551","462.377425","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11552","462.387868","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11553","462.624841","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11554","463.377451","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11555","463.386715","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11556","463.624877","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11557","464.378698","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11558","464.380253","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11559","464.624779","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11560","465.381213","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11561","465.384350","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11562","465.624809","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11563","466.381228","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11564","466.390451","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11565","466.624780","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11566","467.382488","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11567","467.388029","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11568","467.624781","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11569","468.382495","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11570","468.388771","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11571","468.624787","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11572","469.383776","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11573","469.388404","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11574","469.624858","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11575","470.385013","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11576","470.393813","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11577","470.624838","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11578","471.386295","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11579","471.394143","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11580","471.624808","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11581","472.388792","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11582","472.397527","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11583","472.624799","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11584","473.390054","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11585","473.398029","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11586","473.624879","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11587","474.391303","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11588","474.400429","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11589","474.624884","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11590","475.390077","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11591","475.398092","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11592","475.749929","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11593","476.392590","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11594","476.397732","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11595","476.624849","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11596","477.395102","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11597","477.398866","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11598","477.624886","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11599","478.393855","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11600","478.403396","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11601","478.624943","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11602","479.395115","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11603","479.397157","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11604","479.624866","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11605","480.396375","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11606","480.397799","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11607","480.624867","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11608","481.397644","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11609","481.398228","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11610","481.624869","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11611","482.406400","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11612","482.415276","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11613","482.624861","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11614","483.400154","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11615","483.407381","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11616","483.624758","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11617","484.401438","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11618","484.403470","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11619","484.624775","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11620","485.400192","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11621","485.410147","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11622","485.624752","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11623","486.401466","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11624","486.410199","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11625","486.624768","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11626","487.402711","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11627","487.404235","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11628","487.624747","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11629","488.406467","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11630","488.408331","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11631","488.624757","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11632","489.405228","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11633","489.405361","localhost ()","remote ()","L2CAP","14","Sent Connection oriented channel"
"11634","489.410364","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11635","489.419935","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11636","489.426163","remote ()","localhost ()","L2CAP","14","Rcvd Connection oriented channel"
"11637","490.407759","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11638","490.409667","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11639","490.624806","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11640","491.407740","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11641","491.411525","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11642","491.624745","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11643","492.410268","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11644","492.413422","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11645","492.624751","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11646","493.410294","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11647","493.414849","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11648","493.624785","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11649","494.410286","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11650","494.417099","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11651","494.624759","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11652","495.412802","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11653","495.414630","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11654","495.624709","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11655","496.414062","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11656","496.416758","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11657","496.624706","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11658","497.420340","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11659","497.427254","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11660","497.624726","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11661","498.414087","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11662","498.417805","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11663","498.624722","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11664","499.417858","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11665","499.427842","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11666","499.624727","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11667","500.419109","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11668","500.420670","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11669","500.624704","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11670","501.422869","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11671","501.430609","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11672","501.749764","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11673","502.421630","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11674","502.430369","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11675","502.624705","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11676","503.421657","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11677","503.431367","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11678","503.624736","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11679","504.422903","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11680","504.431539","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11681","504.624703","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11682","505.425415","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11683","505.433450","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11684","505.624714","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11685","506.425435","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11686","506.434214","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11687","506.624727","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11688","507.425431","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11689","507.428999","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11690","507.624721","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11691","508.427961","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11692","508.428596","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11693","508.624715","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11694","509.427980","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11695","509.428417","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11696","509.624722","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11697","510.429232","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11698","510.438018","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11699","510.624747","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11700","511.431732","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11701","511.437965","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11702","511.624737","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11703","512.433002","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11704","512.443007","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11705","512.624772","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11706","513.431749","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11707","513.438789","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11708","513.624783","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11709","514.434261","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11710","514.435888","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11711","514.624816","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11712","515.439272","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11713","515.441604","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11714","515.624775","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11715","516.434298","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11716","516.441415","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11717","516.624799","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11718","517.435544","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11719","517.436904","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11720","517.624781","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11721","518.436828","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11722","518.447533","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11723","518.624808","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11724","519.438048","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11725","519.438202","localhost ()","remote ()","L2CAP","14","Sent Connection oriented channel"
"11726","519.442168","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11727","519.481585","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11728","519.485247","remote ()","localhost ()","L2CAP","14","Rcvd Connection oriented channel"
"11729","520.438097","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11730","520.446061","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11731","520.624762","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11732","521.439343","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11733","521.443291","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11734","521.624744","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11735","522.440598","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11736","522.448295","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11737","522.624739","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11738","523.443127","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11739","523.447856","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11740","523.624794","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11741","524.444378","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11742","524.450706","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11743","524.624766","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11744","525.446902","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11745","525.453415","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11746","525.624806","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"11747","526.449391","remote ()","localhost ()","L2CAP","44","Rcvd Connection oriented channel"
"11748","526.457089","localhost ()","remote ()","L2CAP","44","Sent Connection oriented channel"
"11749","526.624803","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
